System,Issue URL,Symptom Category,Symptom Sub-Category,Symptom Stage,Root Cause Category,Root Cause Sub-Category,Root Cause Stage,Stage Gap,Fix Cost,Has PR,Fix Pattern,PR URL
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1422,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S2: Query Transformation,3,445.35 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/1460
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1392,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,19.5 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/logancyang/obsidian-copilot/pull/1396
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1367,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,2.93 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1270,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,16.71 hours,Yes,FP3: Checking and robustness,https://github.com/logancyang/obsidian-copilot/pull/1274
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1247,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,151.36 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/logancyang/obsidian-copilot/pull/1272
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1233,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,29.88 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/1243
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1161,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,0.28 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1138,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,109.13 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1011,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,305.05 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/986,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,20.3 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/822,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,0,15.15 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/logancyang/obsidian-copilot/pull/825
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/755,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,5,32.71 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/745,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,38.51 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/739,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,0,500.3 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/807
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/705,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,11.69 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/670,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,37.8 hours,Yes,FP3: Checking and robustness,https://github.com/logancyang/obsidian-copilot/pull/675
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/640,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,3477.56 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/609,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,0 hours,Yes,FP1: Data interaction and mapping,https://github.com/logancyang/obsidian-copilot/pull/607
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/475,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,4,1541.34 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/461,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.5: A4.5,S0: Initialization,5,1662.04 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/495
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/360,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.5: A4.5,S0: Initialization,5,3618.61 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/495
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/340,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B2: Component coordination mistake,S1: Indexing,0,64.8 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/335,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,45.32 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/256,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,2.56 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/144,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S3: Retrieval,2,4310.06 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/129,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,23.86 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/118,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,165.25 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/104,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,98.68 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/107
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/73,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,6.58 hours,No,N/A,N/A
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/37,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,29.67 hours,Yes,FP2: Component logic and algorithm,https://github.com/logancyang/obsidian-copilot/pull/41
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/7,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,144.8 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1982,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,0,82.5 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1977,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,242.5 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1970,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,438.09 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1936,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.4: Post-retrieval processing failure,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S4: Post-Retrieval Processing,0,28.61 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1942
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1876,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S1: Indexing,0,633.81 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1859,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,5,175.05 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1825,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S1: Indexing,0,286.35 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1826
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1806,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,1,35.06 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1804,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,125.0 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1725,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,48.68 hours,Yes,FP3: Checking and robustness,https://github.com/microsoft/graphrag/pull/1730
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1715,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,476.78 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1710,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,1773.81 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1673,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,5,1864.9 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/1841
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1657,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,1,795.56 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1642,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,2,37.44 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/microsoft/graphrag/pull/1645
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1637,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,0,521.83 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1620,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,1,171.1 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/1593
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1601,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,1142.98 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1557,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B2: Component coordination mistake,S0: Initialization,1,32.55 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1538,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S0: Initialization,0,370.29 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1582
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1506,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,970.84 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1593
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1499,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,134.79 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1527
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1481,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,276.18 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1508
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1476,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B2: Component coordination mistake,S0: Initialization,1,151.73 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1472,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,1,876.25 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1432,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S3: Retrieval,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S3: Retrieval,0,933.95 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1430,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,2313.44 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1417,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S3: Retrieval,0,3884.8 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1410,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,2,2456.03 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1390,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,0,349.08 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1384,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,1,0.53 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1382,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,2152.01 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1367,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.2: Query transformation failure,S2: Query Transformation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S2: Query Transformation,0,2681.04 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1355,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,1.19 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1356
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1335,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,2,2852.91 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1208,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S1: Indexing,0,779.25 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1173,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,135.95 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/1218
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1137,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,90.08 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1136,SP-B: Behavior Faults,SP-B2: Inefficient performance,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,144.12 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1135,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,64.72 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/1127
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1085,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,1,237.22 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1080,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,180.32 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1116
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/946,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,190.31 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/1015
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/871,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S1: Indexing,0,4350.14 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/813,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S3: Retrieval,0,87.41 hours,Yes,FP3: Checking and robustness,https://github.com/microsoft/graphrag/pull/850
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/796,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,546.1 hours,Yes,FP3: Checking and robustness,https://github.com/microsoft/graphrag/pull/1016
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/793,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,31.2 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/789,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,3,875.12 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/1095
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/776,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S1: Indexing,0,2036.62 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/770,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,3,5074.23 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/676,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,166.72 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/677
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/674,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,480.54 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/888
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/615,SP-B: Behavior Faults,SP-B1: Low-quality result,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,189.45 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/734
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/613,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,194.43 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/735
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/599,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,3,1165.75 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/1065
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/498,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,1,23.23 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/492,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S0: Initialization,1,30.09 hours,Yes,FP2: Component logic and algorithm,https://github.com/microsoft/graphrag/pull/517
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/489,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,0 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/479,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,5,384.11 hours,No,N/A,N/A
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/466,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S0: Initialization,1,205.72 hours,No,N/A,N/A
